source	target	score
YMR231W	YLR396C	0.756063489397551
YCL031C	YGR090W	0.756063489397551
YGL246C	YOR048C	0.756059521466399
YDR142C	YGL153W	0.756059521466399
YMR203W	YGR082W	0.756059521466399
YDL140C	YGL070C	0.756051585541622
YDL116W	YLR208W	0.756047617547995
YNL330C	YMR075W	0.756047617547995
YGL011C	YER012W	0.756047617547995
YCR057C	YLR129W	0.756047617547995
YAL043C	YLR277C	0.7560396814982661
YOL072W	YBR111W-A	0.756031745365233
YBR160W	YFL029C	0.7560238091488921
YHR084W	YGR040W	0.7559920634504042
YKR082W	YDL116W	0.7559920634504042
YNL053W	YHR030C	0.755960316418792
YIL160C	YDR142C	0.755960316418792
YBR160W	YGL003C	0.7559563479460971
YBR017C	YOL123W	0.7559563479460971
YDR225W	YGL207W	0.7559444424030121
YAR007C	YHR164C	0.7559404738469822
YER022W	YOL135C	0.7559245994145178
YPR019W	YDR013W	0.755920630754314
YOR362C	YGL011C	0.7559007871407459
